#,DateTime,Temp (°C),Intensity (Lux)
1,11/2/23 12:58,21.187,0
2,11/2/23 13:08,21.282,0
3,11/2/23 13:18,21.473,0
4,11/2/23 13:28,22.046,0
5,11/2/23 13:38,22.333,0
6,11/2/23 13:48,22.142,0
7,11/2/23 13:58,21.664,0
8,11/2/23 14:08,21.664,0
9,11/2/23 14:18,21.855,0
10,11/2/23 14:28,22.238,0
11,11/2/23 14:38,22.621,0
12,11/2/23 14:48,23.1,0
13,11/2/23 14:58,23.1,0
14,11/2/23 15:08,23.1,0
15,11/2/23 15:18,18.806,0
16,11/2/23 15:28,14.9,0
17,11/2/23 15:38,13.461,0
18,11/2/23 15:48,13.365,0
19,11/2/23 15:58,12.883,0
20,11/2/23 16:08,12.787,0
21,11/2/23 16:18,12.883,0
22,11/2/23 16:28,13.269,0
23,11/2/23 16:38,13.269,0
24,11/2/23 16:48,13.076,0
25,11/2/23 16:58,13.076,0
26,11/2/23 17:08,12.594,0
27,11/2/23 17:18,11.916,0
28,11/2/23 17:28,11.334,0
29,11/2/23 17:38,10.944,0
30,11/2/23 17:48,10.455,0
31,11/2/23 17:58,10.161,0
32,11/2/23 18:08,9.768,0
33,11/2/23 18:18,9.373,0
34,11/2/23 18:28,8.978,0
35,11/2/23 18:38,8.581,0
36,11/2/23 18:48,8.182,0
37,11/2/23 18:58,7.882,0
38,11/2/23 19:08,7.582,0
39,11/2/23 19:18,7.381,0
40,11/2/23 19:28,7.179,0
41,11/2/23 19:38,6.978,0
42,11/2/23 19:48,6.877,0
43,11/2/23 19:58,6.674,0
44,11/2/23 20:08,6.573,0
45,11/2/23 20:18,6.471,0
46,11/2/23 20:28,6.37,0
47,11/2/23 20:38,6.268,0
48,11/2/23 20:48,6.166,0
49,11/2/23 20:58,5.962,0
50,11/2/23 21:08,5.962,0
51,11/2/23 21:18,5.86,0
52,11/2/23 21:28,5.757,0
53,11/2/23 21:38,5.655,0
54,11/2/23 21:48,5.552,0
55,11/2/23 21:58,5.552,0
56,11/2/23 22:08,5.45,0
57,11/2/23 22:18,5.347,0
58,11/2/23 22:28,5.347,0
59,11/2/23 22:38,5.244,0
60,11/2/23 22:48,5.141,0
61,11/2/23 22:58,5.141,0
62,11/2/23 23:08,5.037,0
63,11/2/23 23:18,4.934,0
64,11/2/23 23:28,4.934,0
65,11/2/23 23:38,4.831,0
66,11/2/23 23:48,4.831,0
67,11/2/23 23:58,4.727,0
68,11/3/23 00:08,4.727,0
69,11/3/23 00:18,4.623,0
70,11/3/23 00:28,4.519,0
71,11/3/23 00:38,4.519,0
72,11/3/23 00:48,4.519,0
73,11/3/23 00:58,4.519,0
74,11/3/23 01:08,4.415,0
75,11/3/23 01:18,4.311,0
76,11/3/23 01:28,4.311,0
77,11/3/23 01:38,4.207,0
78,11/3/23 01:48,4.207,0
79,11/3/23 01:58,4.102,0
80,11/3/23 02:08,4.102,0
81,11/3/23 02:18,4.207,0
82,11/3/23 02:28,4.102,0
83,11/3/23 02:38,4.102,0
84,11/3/23 02:48,4.102,0
85,11/3/23 02:58,3.998,0
86,11/3/23 03:08,4.102,0
87,11/3/23 03:18,3.998,0
88,11/3/23 03:28,3.998,0
89,11/3/23 03:38,3.893,0
90,11/3/23 03:48,3.788,0
91,11/3/23 03:58,3.788,0
92,11/3/23 04:08,3.788,0
93,11/3/23 04:18,3.683,0
94,11/3/23 04:28,3.683,0
95,11/3/23 04:38,3.683,0
96,11/3/23 04:48,3.578,0
97,11/3/23 04:58,3.578,0
98,11/3/23 05:08,3.578,0
99,11/3/23 05:18,3.472,0
100,11/3/23 05:28,3.472,0
101,11/3/23 05:38,3.472,0
102,11/3/23 05:48,3.367,0
103,11/3/23 05:58,3.367,0
104,11/3/23 06:08,3.367,0
105,11/3/23 06:18,3.367,0
106,11/3/23 06:28,3.261,0
107,11/3/23 06:38,3.261,0
108,11/3/23 06:48,3.261,0
109,11/3/23 06:58,3.155,0
110,11/3/23 07:08,3.155,0
111,11/3/23 07:18,3.155,0
112,11/3/23 07:28,3.049,0
113,11/3/23 07:38,3.049,0
114,11/3/23 07:48,2.943,0
115,11/3/23 07:58,2.943,0
116,11/3/23 08:08,3.049,0
117,11/3/23 08:18,3.261,0
118,11/3/23 08:28,3.578,0
119,11/3/23 08:38,3.893,0
120,11/3/23 08:48,4.311,0
121,11/3/23 08:58,4.415,0
122,11/3/23 09:08,4.727,0
123,11/3/23 09:18,4.934,0
124,11/3/23 09:28,5.347,0
125,11/3/23 09:38,6.471,0
126,11/3/23 09:48,7.582,0
127,11/3/23 09:58,8.68,0
128,11/3/23 10:08,9.571,0
129,11/3/23 10:18,10.455,0
130,11/3/23 10:28,11.236,0
131,11/3/23 10:38,12.013,0
132,11/3/23 10:48,12.883,0
133,11/3/23 10:58,13.846,0
134,11/3/23 11:08,14.709,0
135,11/3/23 11:18,16.141,0
136,11/3/23 11:28,17.189,0
137,11/3/23 11:38,18.14,0
138,11/3/23 11:48,19.187,0
139,11/3/23 11:58,20.615,0
140,11/3/23 12:08,21.282,0
141,11/3/23 12:18,21.855,0
142,11/3/23 12:28,22.333,0
143,11/3/23 12:38,22.525,0
144,11/3/23 12:48,23.292,0
145,11/3/23 12:58,20.71,0
146,11/3/23 13:08,22.525,0
147,11/3/23 13:18,24.255,0
148,11/3/23 13:28,25.222,0
149,11/3/23 13:38,25.319,0
150,11/3/23 13:48,25.319,0
151,11/3/23 13:58,25.028,0
152,11/3/23 14:08,23.581,0
153,11/3/23 14:18,24.158,0
154,11/3/23 14:28,23.966,0
155,11/3/23 14:38,21.187,0
156,11/3/23 14:48,21.76,0
157,11/3/23 14:58,19.472,0
158,11/3/23 15:08,16.808,0
159,11/3/23 15:18,15.76,0
160,11/3/23 15:28,15.187,0
161,11/3/23 15:38,14.804,0
162,11/3/23 15:48,14.804,0
163,11/3/23 15:58,15.091,0
164,11/3/23 16:08,14.9,0
165,11/3/23 16:18,14.996,0
166,11/3/23 16:28,14.804,0
167,11/3/23 16:38,14.709,0
168,11/3/23 16:48,14.517,0
169,11/3/23 16:58,14.421,0
170,11/3/23 17:08,14.134,0
171,11/3/23 17:18,13.461,0
172,11/3/23 17:28,13.076,0
173,11/3/23 17:38,12.594,0
174,11/3/23 17:48,12.304,0
175,11/3/23 17:58,12.013,0
176,11/3/23 18:08,11.625,0
177,11/3/23 18:18,11.139,0
178,11/3/23 18:28,10.748,0
179,11/3/23 18:38,10.259,0
180,11/3/23 18:48,9.866,0
181,11/3/23 18:58,9.472,0
182,11/3/23 19:08,9.176,0
183,11/3/23 19:18,8.978,0
184,11/3/23 19:28,8.779,0
185,11/3/23 19:38,8.581,0
186,11/3/23 19:48,8.481,0
187,11/3/23 19:58,8.282,0
188,11/3/23 20:08,8.082,0
189,11/3/23 20:18,7.983,0
190,11/3/23 20:28,7.882,0
191,11/3/23 20:38,7.682,0
192,11/3/23 20:48,7.582,0
193,11/3/23 20:58,7.481,0
194,11/3/23 21:08,7.381,0
195,11/3/23 21:18,7.28,0
196,11/3/23 21:28,7.179,0
197,11/3/23 21:38,7.079,0
198,11/3/23 21:48,6.978,0
199,11/3/23 21:58,6.877,0
200,11/3/23 22:08,6.775,0
201,11/3/23 22:18,6.775,0
202,11/3/23 22:28,6.674,0
203,11/3/23 22:38,6.674,0
204,11/3/23 22:48,6.573,0
205,11/3/23 22:58,6.471,0
206,11/3/23 23:08,6.37,0
207,11/3/23 23:18,6.37,0
208,11/3/23 23:28,6.268,0
209,11/3/23 23:38,6.268,0
210,11/3/23 23:48,6.166,0
211,11/3/23 23:58,6.064,0
212,11/4/23 00:08,6.064,0
213,11/4/23 00:18,5.962,0
214,11/4/23 00:28,5.86,0
215,11/4/23 00:38,5.86,0
216,11/4/23 00:48,5.757,0
217,11/4/23 00:58,5.757,0
