#,DateTime,Temp (°C),Intensity (Lux)
1,11/2/23 12:37,20.996,0
2,11/2/23 12:47,21.091,0
3,11/2/23 12:57,20.996,0
4,11/2/23 13:07,20.996,0
5,11/2/23 13:17,21.091,0
6,11/2/23 13:27,21.091,0
7,11/2/23 13:37,21.091,0
8,11/2/23 13:47,20.805,0
9,11/2/23 13:57,20.138,0
10,11/2/23 14:07,19.853,0
11,11/2/23 14:17,19.853,0
12,11/2/23 14:27,19.853,0
13,11/2/23 14:37,19.853,0
14,11/2/23 14:47,20.043,0
15,11/2/23 14:57,20.138,0
16,11/2/23 15:07,20.519,0
17,11/2/23 15:17,20.901,0
18,11/2/23 15:27,21.187,0
19,11/2/23 15:37,22.812,0
20,11/2/23 15:47,21.664,0
21,11/2/23 15:57,15.76,0
22,11/2/23 16:07,13.558,0
23,11/2/23 16:17,12.11,0
24,11/2/23 16:27,11.236,0
25,11/2/23 16:37,11.041,0
26,11/2/23 16:47,10.944,0
27,11/2/23 16:57,10.748,0
28,11/2/23 17:07,10.651,0
29,11/2/23 17:17,10.455,0
30,11/2/23 17:27,10.357,0
31,11/2/23 17:37,10.259,0
32,11/2/23 17:47,10.161,0
33,11/2/23 17:57,10.063,0
34,11/2/23 18:07,9.965,0
35,11/2/23 18:17,9.768,0
36,11/2/23 18:27,9.472,0
37,11/2/23 18:37,9.077,0
38,11/2/23 18:47,8.879,0
39,11/2/23 18:57,8.581,0
40,11/2/23 19:07,8.68,0
41,11/2/23 19:17,8.581,0
42,11/2/23 19:27,8.382,0
43,11/2/23 19:37,8.282,0
44,11/2/23 19:47,8.082,0
45,11/2/23 19:57,7.983,0
46,11/2/23 20:07,7.882,0
47,11/2/23 20:17,7.983,0
48,11/2/23 20:27,7.882,0
49,11/2/23 20:37,7.882,0
50,11/2/23 20:47,7.682,0
51,11/2/23 20:57,7.481,0
52,11/2/23 21:07,7.381,0
53,11/2/23 21:17,7.28,0
54,11/2/23 21:27,7.079,0
55,11/2/23 21:37,7.079,0
56,11/2/23 21:47,6.978,0
57,11/2/23 21:57,6.978,0
58,11/2/23 22:07,6.877,0
59,11/2/23 22:17,6.877,0
60,11/2/23 22:27,6.877,0
61,11/2/23 22:37,6.877,0
62,11/2/23 22:47,6.877,0
63,11/2/23 22:57,6.877,0
64,11/2/23 23:07,6.573,0
65,11/2/23 23:17,6.573,0
66,11/2/23 23:27,6.674,0
67,11/2/23 23:37,6.573,0
68,11/2/23 23:47,6.674,0
69,11/2/23 23:57,6.674,0
70,11/3/23 00:07,6.573,0
71,11/3/23 00:17,6.573,0
72,11/3/23 00:27,6.573,0
73,11/3/23 00:37,6.471,0
74,11/3/23 00:47,6.471,0
75,11/3/23 00:57,6.471,0
76,11/3/23 01:07,6.37,0
77,11/3/23 01:17,6.37,0
78,11/3/23 01:27,6.268,0
79,11/3/23 01:37,6.268,0
80,11/3/23 01:47,6.166,0
81,11/3/23 01:57,6.166,0
82,11/3/23 02:07,6.166,0
83,11/3/23 02:17,6.166,0
84,11/3/23 02:27,5.962,0
85,11/3/23 02:37,6.064,0
86,11/3/23 02:47,5.86,0
87,11/3/23 02:57,5.962,0
88,11/3/23 03:07,5.86,0
89,11/3/23 03:17,5.757,0
90,11/3/23 03:27,5.86,0
91,11/3/23 03:37,5.757,0
92,11/3/23 03:47,5.757,0
93,11/3/23 03:57,5.655,0
94,11/3/23 04:07,5.655,0
95,11/3/23 04:17,5.552,0
96,11/3/23 04:27,5.552,0
97,11/3/23 04:37,5.45,0
98,11/3/23 04:47,5.347,0
99,11/3/23 04:57,5.45,0
100,11/3/23 05:07,5.347,0
101,11/3/23 05:17,5.347,0
102,11/3/23 05:27,5.244,0
103,11/3/23 05:37,5.244,0
104,11/3/23 05:47,5.244,0
105,11/3/23 05:57,5.347,0
106,11/3/23 06:07,5.141,0
107,11/3/23 06:17,5.037,0
108,11/3/23 06:27,5.037,0
109,11/3/23 06:37,5.141,0
110,11/3/23 06:47,4.934,0
111,11/3/23 06:57,4.934,0
112,11/3/23 07:07,5.037,0
113,11/3/23 07:17,4.934,0
114,11/3/23 07:27,5.037,0
115,11/3/23 07:37,5.141,0
116,11/3/23 07:47,5.037,0
117,11/3/23 07:57,5.037,0
118,11/3/23 08:07,4.934,0
119,11/3/23 08:17,4.934,0
120,11/3/23 08:27,5.141,0
121,11/3/23 08:37,4.934,0
122,11/3/23 08:47,5.141,0
123,11/3/23 08:57,5.347,0
124,11/3/23 09:07,5.655,0
125,11/3/23 09:17,6.268,0
126,11/3/23 09:27,6.674,0
127,11/3/23 09:37,7.179,0
128,11/3/23 09:47,7.782,0
129,11/3/23 09:57,8.481,0
130,11/3/23 10:07,9.965,0
131,11/3/23 10:17,11.431,0
132,11/3/23 10:27,12.594,0
133,11/3/23 10:37,13.846,0
134,11/3/23 10:47,14.421,0
135,11/3/23 10:57,15.282,0
136,11/3/23 11:07,16.332,0
137,11/3/23 11:17,17.665,0
138,11/3/23 11:27,18.521,0
139,11/3/23 11:37,19.282,0
140,11/3/23 11:47,20.424,0
141,11/3/23 11:57,20.424,0
142,11/3/23 12:07,18.806,0
143,11/3/23 12:17,16.332,0
144,11/3/23 12:27,13.75,0
145,11/3/23 12:37,12.497,0
146,11/3/23 12:47,12.497,0
147,11/3/23 12:57,12.787,0
148,11/3/23 13:07,13.269,0
149,11/3/23 13:17,13.654,0
150,11/3/23 13:27,14.038,0
151,11/3/23 13:37,14.996,0
152,11/3/23 13:47,14.996,0
153,11/3/23 13:57,14.613,0
154,11/3/23 14:07,16.523,0
155,11/3/23 14:17,15.855,0
156,11/3/23 14:27,16.618,0
157,11/3/23 14:37,17.57,0
158,11/3/23 14:47,17.094,0
159,11/3/23 14:57,15.282,0
160,11/3/23 15:07,15.664,0
161,11/3/23 15:17,16.903,0
162,11/3/23 15:27,17.379,0
163,11/3/23 15:37,15.282,0
164,11/3/23 15:47,13.846,0
165,11/3/23 15:57,13.076,0
166,11/3/23 16:07,12.98,0
167,11/3/23 16:17,12.497,0
168,11/3/23 16:27,12.11,0
169,11/3/23 16:37,11.819,0
170,11/3/23 16:47,11.625,0
171,11/3/23 16:57,11.431,0
172,11/3/23 17:07,11.334,0
173,11/3/23 17:17,11.236,0
