"site_name","sampleID","sample_date","sample_time","sampled_by","flow","flow_status","medium","Year","DOY","parameter","result_value","unit","constituent","instrument","ddl","detection_FLAG"
"NBO4",NA,2023-06-23,NA,"Brooks","N","D","WS",2023,174,"Gd_158",NA,"UG/L","TE","ICP-MS",0.004,NA
"NBO4",NA,2023-06-23,NA,"Brooks","N","D","WS",2023,174,"Tb",NA,"UG/L","TE","ICP-MS",0.004,NA
"NBO4",NA,2023-06-23,NA,"Brooks","N","D","WS",2023,174,"Gd_160",NA,"UG/L","TE","ICP-MS",0.004,NA
"NBO4",NA,2023-06-23,NA,"Brooks","N","D","WS",2023,174,"Dy",NA,"UG/L","TE","ICP-MS",0.003,NA
"NBO4",NA,2023-06-23,NA,"Brooks","N","D","WS",2023,174,"Ho",NA,"UG/L","TE","ICP-MS",0.004,NA
"NBO4",NA,2023-06-23,NA,"Brooks","N","D","WS",2023,174,"Er",NA,"UG/L","TE","ICP-MS",0.004,NA
"NBO4",NA,2023-06-23,NA,"Brooks","N","D","WS",2023,174,"Tm",NA,"UG/L","TE","ICP-MS",0.004,NA
"NBO4",NA,2023-06-23,NA,"Brooks","N","D","WS",2023,174,"Yb",NA,"UG/L","TE","ICP-MS",0.003,NA
"NBO4",NA,2023-06-23,NA,"Brooks","N","D","WS",2023,174,"Lu",NA,"UG/L","TE","ICP-MS",0.004,NA
"NBO4",NA,2023-06-23,NA,"Brooks","N","D","WS",2023,174,"Tl",NA,"UG/L","TE","ICP-MS",0.004,NA
"NBO4",NA,2023-06-23,NA,"Brooks","N","D","WS",2023,174,"Pb",NA,"UG/L","TE","ICP-MS",0.026,NA
"NBO4",NA,2023-06-23,NA,"Brooks","N","D","WS",2023,174,"Th",NA,"UG/L","TE","ICP-MS",0.002,NA
"NBO4",NA,2023-06-23,NA,"Brooks","N","D","WS",2023,174,"U",NA,"UG/L","TE","ICP-MS",0.005,NA
"NBO4",NA,2023-06-23,NA,"Brooks","N","D","WS",2023,174,"DIC",NA,"MG/L","C","TOC-L",0.1,NA
"NBO4",NA,2023-06-23,NA,"Brooks","N","D","WS",2023,174,"CaMg",NA,"MG/L","CATION","ICP-OES",0.5,NA
"NBO1",NA,2023-06-23,NA,"Brooks","N","D","WS",2023,174,"depth",NA,"CM","PHYS","Other",-10,NA
"NBO1",NA,2023-06-23,NA,"Brooks","N","D","WS",2023,174,"pH",NA,"UNITS","CHEM","Sonde",-10,NA
"NBO1",NA,2023-06-23,NA,"Brooks","N","D","WS",2023,174,"SpC",NA,"uS/CM","CHEM","Sonde",-10,NA
"NBO1",NA,2023-06-23,NA,"Brooks","N","D","WS",2023,174,"temp",NA,"C","CHEM","Sonde",-10,NA
"NBO1",NA,2023-06-23,NA,"Brooks","N","D","WS",2023,174,"DOC",NA,"MG/L","C","TOC-L",0.1,NA
"NBO1",NA,2023-06-23,NA,"Brooks","N","D","WS",2023,174,"TC",NA,"MG/L","C","TOC-L",0.1,NA
"NBO1",NA,2023-06-23,NA,"Brooks","N","D","WS",2023,174,"Cl",NA,"MG/L","ANION","IC",0.1,NA
"NBO1",NA,2023-06-23,NA,"Brooks","N","D","WS",2023,174,"SO4",NA,"MG/L","ANION","IC",0.1,NA
"NBO1",NA,2023-06-23,NA,"Brooks","N","D","WS",2023,174,"NH4",NA,"UG/L","NUTRIENT","NUTRIENT",0.091,NA
"NBO1",NA,2023-06-23,NA,"Brooks","N","D","WS",2023,174,"SRP",NA,"UG/L","NUTRIENT","NUTRIENT",0.019,NA
"NBO1",NA,2023-06-23,NA,"Brooks","N","D","WS",2023,174,"NO3",NA,"UG/L","NUTRIENT","NUTRIENT",0.15,NA
"NBO1",NA,2023-06-23,NA,"Brooks","N","D","WS",2023,174,"TP",NA,"UG/L","NUTRIENT","NUTRIENT",0.018,NA
"NBO1",NA,2023-06-23,NA,"Brooks","N","D","WS",2023,174,"Mn_OES",NA,"MG/L","TE","ICP-OES",0.5,NA
"NBO1",NA,2023-06-23,NA,"Brooks","N","D","WS",2023,174,"Fe_OES",NA,"MG/L","TE","ICP-OES",0.5,NA
"NBO1",NA,2023-06-23,NA,"Brooks","N","D","WS",2023,174,"P",NA,"MG/L","TE","ICP-OES",0.5,NA
"NBO1",NA,2023-06-23,NA,"Brooks","N","D","WS",2023,174,"Ca",NA,"MG/L","CATION","ICP-OES",0.5,NA
"NBO1",NA,2023-06-23,NA,"Brooks","N","D","WS",2023,174,"Mg",NA,"MG/L","CATION","ICP-OES",0.5,NA
"NBO1",NA,2023-06-23,NA,"Brooks","N","D","WS",2023,174,"Be",NA,"UG/L","TE","ICP-MS",0.016,NA
"NBO1",NA,2023-06-23,NA,"Brooks","N","D","WS",2023,174,"Na",NA,"UG/L","CATION","ICP-MS",27.4,NA
"NBO1",NA,2023-06-23,NA,"Brooks","N","D","WS",2023,174,"Al",NA,"UG/L","TE","ICP-MS",0.7,NA
"NBO1",NA,2023-06-23,NA,"Brooks","N","D","WS",2023,174,"Si",NA,"UG/L","TE","ICP-MS",30.7,NA
"NBO1",NA,2023-06-23,NA,"Brooks","N","D","WS",2023,174,"K",NA,"UG/L","CATION","ICP-MS",18.8,NA
"NBO1",NA,2023-06-23,NA,"Brooks","N","D","WS",2023,174,"Ti",NA,"UG/L","TE","ICP-MS",0.04,NA
"NBO1",NA,2023-06-23,NA,"Brooks","N","D","WS",2023,174,"V",NA,"UG/L","TE","ICP-MS",0.018,NA
"NBO1",NA,2023-06-23,NA,"Brooks","N","D","WS",2023,174,"Cr",NA,"UG/L","TE","ICP-MS",0.042,NA
"NBO1",NA,2023-06-23,NA,"Brooks","N","D","WS",2023,174,"Mn",NA,"UG/L","TE","ICP-MS",0.04,NA
"NBO1",NA,2023-06-23,NA,"Brooks","N","D","WS",2023,174,"Fe",NA,"UG/L","TE","ICP-MS",0.66,NA
"NBO1",NA,2023-06-23,NA,"Brooks","N","D","WS",2023,174,"Co",NA,"UG/L","TE","ICP-MS",0.002,NA
"NBO1",NA,2023-06-23,NA,"Brooks","N","D","WS",2023,174,"Ni",NA,"UG/L","TE","ICP-MS",0.352,NA
"NBO1",NA,2023-06-23,NA,"Brooks","N","D","WS",2023,174,"Cu",NA,"UG/L","TE","ICP-MS",0.039,NA
"NBO1",NA,2023-06-23,NA,"Brooks","N","D","WS",2023,174,"Zn",NA,"UG/L","TE","ICP-MS",0.774,NA
"NBO1",NA,2023-06-23,NA,"Brooks","N","D","WS",2023,174,"As",NA,"UG/L","TE","ICP-MS",0.007,NA
"NBO1",NA,2023-06-23,NA,"Brooks","N","D","WS",2023,174,"Se",NA,"UG/L","TE","ICP-MS",0.03,NA
"NBO1",NA,2023-06-23,NA,"Brooks","N","D","WS",2023,174,"Sr",NA,"UG/L","TE","ICP-MS",0.05,NA
"NBO1",NA,2023-06-23,NA,"Brooks","N","D","WS",2023,174,"Y",NA,"UG/L","TE","ICP-MS",0.003,NA
"NBO1",NA,2023-06-23,NA,"Brooks","N","D","WS",2023,174,"Mo",NA,"UG/L","TE","ICP-MS",0.028,NA
"NBO1",NA,2023-06-23,NA,"Brooks","N","D","WS",2023,174,"Ag",NA,"UG/L","TE","ICP-MS",0.02,NA
"NBO1",NA,2023-06-23,NA,"Brooks","N","D","WS",2023,174,"Cd",NA,"UG/L","TE","ICP-MS",0.005,NA
"NBO1",NA,2023-06-23,NA,"Brooks","N","D","WS",2023,174,"Sn",NA,"UG/L","TE","ICP-MS",0.029,NA
"NBO1",NA,2023-06-23,NA,"Brooks","N","D","WS",2023,174,"Sb",NA,"UG/L","TE","ICP-MS",0.038,NA
"NBO1",NA,2023-06-23,NA,"Brooks","N","D","WS",2023,174,"Ba",NA,"UG/L","TE","ICP-MS",3.293,NA
"NBO1",NA,2023-06-23,NA,"Brooks","N","D","WS",2023,174,"La",NA,"UG/L","TE","ICP-MS",0.004,NA
"NBO1",NA,2023-06-23,NA,"Brooks","N","D","WS",2023,174,"Pr",NA,"UG/L","TE","ICP-MS",0.003,NA
"NBO1",NA,2023-06-23,NA,"Brooks","N","D","WS",2023,174,"Ce",NA,"UG/L","TE","ICP-MS",0.008,NA
"NBO1",NA,2023-06-23,NA,"Brooks","N","D","WS",2023,174,"Nd",NA,"UG/L","TE","ICP-MS",0.004,NA
"NBO1",NA,2023-06-23,NA,"Brooks","N","D","WS",2023,174,"Sm",NA,"UG/L","TE","ICP-MS",0.003,NA
"NBO1",NA,2023-06-23,NA,"Brooks","N","D","WS",2023,174,"Gd_158",NA,"UG/L","TE","ICP-MS",0.004,NA
"NBO1",NA,2023-06-23,NA,"Brooks","N","D","WS",2023,174,"Tb",NA,"UG/L","TE","ICP-MS",0.004,NA
"NBO1",NA,2023-06-23,NA,"Brooks","N","D","WS",2023,174,"Gd_160",NA,"UG/L","TE","ICP-MS",0.004,NA
"NBO1",NA,2023-06-23,NA,"Brooks","N","D","WS",2023,174,"Dy",NA,"UG/L","TE","ICP-MS",0.003,NA
"NBO1",NA,2023-06-23,NA,"Brooks","N","D","WS",2023,174,"Ho",NA,"UG/L","TE","ICP-MS",0.004,NA
"NBO1",NA,2023-06-23,NA,"Brooks","N","D","WS",2023,174,"Er",NA,"UG/L","TE","ICP-MS",0.004,NA
"NBO1",NA,2023-06-23,NA,"Brooks","N","D","WS",2023,174,"Tm",NA,"UG/L","TE","ICP-MS",0.004,NA
"NBO1",NA,2023-06-23,NA,"Brooks","N","D","WS",2023,174,"Yb",NA,"UG/L","TE","ICP-MS",0.003,NA
"NBO1",NA,2023-06-23,NA,"Brooks","N","D","WS",2023,174,"Lu",NA,"UG/L","TE","ICP-MS",0.004,NA
"NBO1",NA,2023-06-23,NA,"Brooks","N","D","WS",2023,174,"Tl",NA,"UG/L","TE","ICP-MS",0.004,NA
"NBO1",NA,2023-06-23,NA,"Brooks","N","D","WS",2023,174,"Pb",NA,"UG/L","TE","ICP-MS",0.026,NA
"NBO1",NA,2023-06-23,NA,"Brooks","N","D","WS",2023,174,"Th",NA,"UG/L","TE","ICP-MS",0.002,NA
"NBO1",NA,2023-06-23,NA,"Brooks","N","D","WS",2023,174,"U",NA,"UG/L","TE","ICP-MS",0.005,NA
"NBO1",NA,2023-06-23,NA,"Brooks","N","D","WS",2023,174,"DIC",NA,"MG/L","C","TOC-L",0.1,NA
"NBO1",NA,2023-06-23,NA,"Brooks","N","D","WS",2023,174,"CaMg",NA,"MG/L","CATION","ICP-OES",0.5,NA
"EFK20",NA,2023-06-23,NA,"Berens","Y","F","WS",2023,174,"depth",NA,"CM","PHYS","Other",-10,NA
"EFK20",NA,2023-06-23,NA,"Berens","Y","F","WS",2023,174,"pH",NA,"UNITS","CHEM","Sonde",-10,NA
"EFK20",NA,2023-06-23,NA,"Berens","Y","F","WS",2023,174,"SpC",NA,"uS/CM","CHEM","Sonde",-10,NA
"EFK20",NA,2023-06-23,NA,"Berens","Y","F","WS",2023,174,"temp",NA,"C","CHEM","Sonde",-10,NA
"EFK20",NA,2023-06-23,NA,"Berens","Y","F","WS",2023,174,"DOC",NA,"MG/L","C","TOC-L",0.1,NA
"EFK20",NA,2023-06-23,NA,"Berens","Y","F","WS",2023,174,"TC",NA,"MG/L","C","TOC-L",0.1,NA
"EFK20",NA,2023-06-23,NA,"Berens","Y","F","WS",2023,174,"Cl",NA,"MG/L","ANION","IC",0.1,NA
"EFK20",NA,2023-06-23,NA,"Berens","Y","F","WS",2023,174,"SO4",NA,"MG/L","ANION","IC",0.1,NA
"EFK20",NA,2023-06-23,NA,"Berens","Y","F","WS",2023,174,"NH4",NA,"UG/L","NUTRIENT","NUTRIENT",0.091,NA
"EFK20",NA,2023-06-23,NA,"Berens","Y","F","WS",2023,174,"SRP",NA,"UG/L","NUTRIENT","NUTRIENT",0.019,NA
"EFK20",NA,2023-06-23,NA,"Berens","Y","F","WS",2023,174,"NO3",NA,"UG/L","NUTRIENT","NUTRIENT",0.15,NA
"EFK20",NA,2023-06-23,NA,"Berens","Y","F","WS",2023,174,"TP",NA,"UG/L","NUTRIENT","NUTRIENT",0.018,NA
"EFK20",NA,2023-06-23,NA,"Berens","Y","F","WS",2023,174,"Mn_OES",NA,"MG/L","TE","ICP-OES",0.5,NA
"EFK20",NA,2023-06-23,NA,"Berens","Y","F","WS",2023,174,"Fe_OES",NA,"MG/L","TE","ICP-OES",0.5,NA
"EFK20",NA,2023-06-23,NA,"Berens","Y","F","WS",2023,174,"P",NA,"MG/L","TE","ICP-OES",0.5,NA
"EFK20",NA,2023-06-23,NA,"Berens","Y","F","WS",2023,174,"Ca",NA,"MG/L","CATION","ICP-OES",0.5,NA
"EFK20",NA,2023-06-23,NA,"Berens","Y","F","WS",2023,174,"Mg",NA,"MG/L","CATION","ICP-OES",0.5,NA
"EFK20",NA,2023-06-23,NA,"Berens","Y","F","WS",2023,174,"Be",NA,"UG/L","TE","ICP-MS",0.016,NA
"EFK20",NA,2023-06-23,NA,"Berens","Y","F","WS",2023,174,"Na",NA,"UG/L","CATION","ICP-MS",27.4,NA
"EFK20",NA,2023-06-23,NA,"Berens","Y","F","WS",2023,174,"Al",NA,"UG/L","TE","ICP-MS",0.7,NA
"EFK20",NA,2023-06-23,NA,"Berens","Y","F","WS",2023,174,"Si",NA,"UG/L","TE","ICP-MS",30.7,NA
"EFK20",NA,2023-06-23,NA,"Berens","Y","F","WS",2023,174,"K",NA,"UG/L","CATION","ICP-MS",18.8,NA
"EFK20",NA,2023-06-23,NA,"Berens","Y","F","WS",2023,174,"Ti",NA,"UG/L","TE","ICP-MS",0.04,NA
"EFK20",NA,2023-06-23,NA,"Berens","Y","F","WS",2023,174,"V",NA,"UG/L","TE","ICP-MS",0.018,NA
"EFK20",NA,2023-06-23,NA,"Berens","Y","F","WS",2023,174,"Cr",NA,"UG/L","TE","ICP-MS",0.042,NA
"EFK20",NA,2023-06-23,NA,"Berens","Y","F","WS",2023,174,"Mn",NA,"UG/L","TE","ICP-MS",0.04,NA
"EFK20",NA,2023-06-23,NA,"Berens","Y","F","WS",2023,174,"Fe",NA,"UG/L","TE","ICP-MS",0.66,NA
"EFK20",NA,2023-06-23,NA,"Berens","Y","F","WS",2023,174,"Co",NA,"UG/L","TE","ICP-MS",0.002,NA
"EFK20",NA,2023-06-23,NA,"Berens","Y","F","WS",2023,174,"Ni",NA,"UG/L","TE","ICP-MS",0.352,NA
"EFK20",NA,2023-06-23,NA,"Berens","Y","F","WS",2023,174,"Cu",NA,"UG/L","TE","ICP-MS",0.039,NA
"EFK20",NA,2023-06-23,NA,"Berens","Y","F","WS",2023,174,"Zn",NA,"UG/L","TE","ICP-MS",0.774,NA
"EFK20",NA,2023-06-23,NA,"Berens","Y","F","WS",2023,174,"As",NA,"UG/L","TE","ICP-MS",0.007,NA
"EFK20",NA,2023-06-23,NA,"Berens","Y","F","WS",2023,174,"Se",NA,"UG/L","TE","ICP-MS",0.03,NA
"EFK20",NA,2023-06-23,NA,"Berens","Y","F","WS",2023,174,"Sr",NA,"UG/L","TE","ICP-MS",0.05,NA
"EFK20",NA,2023-06-23,NA,"Berens","Y","F","WS",2023,174,"Y",NA,"UG/L","TE","ICP-MS",0.003,NA
"EFK20",NA,2023-06-23,NA,"Berens","Y","F","WS",2023,174,"Mo",NA,"UG/L","TE","ICP-MS",0.028,NA
"EFK20",NA,2023-06-23,NA,"Berens","Y","F","WS",2023,174,"Ag",NA,"UG/L","TE","ICP-MS",0.02,NA
"EFK20",NA,2023-06-23,NA,"Berens","Y","F","WS",2023,174,"Cd",NA,"UG/L","TE","ICP-MS",0.005,NA
"EFK20",NA,2023-06-23,NA,"Berens","Y","F","WS",2023,174,"Sn",NA,"UG/L","TE","ICP-MS",0.029,NA
"EFK20",NA,2023-06-23,NA,"Berens","Y","F","WS",2023,174,"Sb",NA,"UG/L","TE","ICP-MS",0.038,NA
"EFK20",NA,2023-06-23,NA,"Berens","Y","F","WS",2023,174,"Ba",NA,"UG/L","TE","ICP-MS",3.293,NA
"EFK20",NA,2023-06-23,NA,"Berens","Y","F","WS",2023,174,"La",NA,"UG/L","TE","ICP-MS",0.004,NA
"EFK20",NA,2023-06-23,NA,"Berens","Y","F","WS",2023,174,"Pr",NA,"UG/L","TE","ICP-MS",0.003,NA
"EFK20",NA,2023-06-23,NA,"Berens","Y","F","WS",2023,174,"Ce",NA,"UG/L","TE","ICP-MS",0.008,NA
"EFK20",NA,2023-06-23,NA,"Berens","Y","F","WS",2023,174,"Nd",NA,"UG/L","TE","ICP-MS",0.004,NA
"EFK20",NA,2023-06-23,NA,"Berens","Y","F","WS",2023,174,"Sm",NA,"UG/L","TE","ICP-MS",0.003,NA
"EFK20",NA,2023-06-23,NA,"Berens","Y","F","WS",2023,174,"Gd_158",NA,"UG/L","TE","ICP-MS",0.004,NA
"EFK20",NA,2023-06-23,NA,"Berens","Y","F","WS",2023,174,"Tb",NA,"UG/L","TE","ICP-MS",0.004,NA
"EFK20",NA,2023-06-23,NA,"Berens","Y","F","WS",2023,174,"Gd_160",NA,"UG/L","TE","ICP-MS",0.004,NA
"EFK20",NA,2023-06-23,NA,"Berens","Y","F","WS",2023,174,"Dy",NA,"UG/L","TE","ICP-MS",0.003,NA
"EFK20",NA,2023-06-23,NA,"Berens","Y","F","WS",2023,174,"Ho",NA,"UG/L","TE","ICP-MS",0.004,NA
"EFK20",NA,2023-06-23,NA,"Berens","Y","F","WS",2023,174,"Er",NA,"UG/L","TE","ICP-MS",0.004,NA
"EFK20",NA,2023-06-23,NA,"Berens","Y","F","WS",2023,174,"Tm",NA,"UG/L","TE","ICP-MS",0.004,NA
"EFK20",NA,2023-06-23,NA,"Berens","Y","F","WS",2023,174,"Yb",NA,"UG/L","TE","ICP-MS",0.003,NA
"EFK20",NA,2023-06-23,NA,"Berens","Y","F","WS",2023,174,"Lu",NA,"UG/L","TE","ICP-MS",0.004,NA
"EFK20",NA,2023-06-23,NA,"Berens","Y","F","WS",2023,174,"Tl",NA,"UG/L","TE","ICP-MS",0.004,NA
"EFK20",NA,2023-06-23,NA,"Berens","Y","F","WS",2023,174,"Pb",NA,"UG/L","TE","ICP-MS",0.026,NA
"EFK20",NA,2023-06-23,NA,"Berens","Y","F","WS",2023,174,"Th",NA,"UG/L","TE","ICP-MS",0.002,NA
"EFK20",NA,2023-06-23,NA,"Berens","Y","F","WS",2023,174,"U",NA,"UG/L","TE","ICP-MS",0.005,NA
"EFK20",NA,2023-06-23,NA,"Berens","Y","F","WS",2023,174,"DIC",NA,"MG/L","C","TOC-L",0.1,NA
"EFK20",NA,2023-06-23,NA,"Berens","Y","F","WS",2023,174,"CaMg",NA,"MG/L","CATION","ICP-OES",0.5,NA
"EFK23.5","WaDE_108",2023-06-23,14H 0M 0S,"Berens","Y","F","WS",2023,174,"depth",NA,"CM","PHYS","Other",-10,NA
"EFK23.5","WaDE_108",2023-06-23,14H 0M 0S,"Berens","Y","F","WS",2023,174,"pH",9.21,"UNITS","CHEM","Sonde",-10,"NONE"
"EFK23.5","WaDE_108",2023-06-23,14H 0M 0S,"Berens","Y","F","WS",2023,174,"SpC",481.7,"uS/CM","CHEM","Sonde",-10,"NONE"
"EFK23.5","WaDE_108",2023-06-23,14H 0M 0S,"Berens","Y","F","WS",2023,174,"temp",15.54,"C","CHEM","Sonde",-10,"NONE"
"EFK23.5","WaDE_108",2023-06-23,14H 0M 0S,"Berens","Y","F","WS",2023,174,"DOC",1.773,"MG/L","C","TOC-L",0.1,"NONE"
"EFK23.5","WaDE_108",2023-06-23,14H 0M 0S,"Berens","Y","F","WS",2023,174,"TC",37.32116857,"MG/L","C","TOC-L",0.1,"NONE"
"EFK23.5","WaDE_108",2023-06-23,14H 0M 0S,"Berens","Y","F","WS",2023,174,"Cl",19.7130394,"MG/L","ANION","IC",0.1,"NONE"
"EFK23.5","WaDE_108",2023-06-23,14H 0M 0S,"Berens","Y","F","WS",2023,174,"SO4",43.49138035,"MG/L","ANION","IC",0.1,"NONE"
"EFK23.5","WaDE_108",2023-06-23,14H 0M 0S,"Berens","Y","F","WS",2023,174,"NH4",NA,"UG/L","NUTRIENT","NUTRIENT",0.091,NA
"EFK23.5","WaDE_108",2023-06-23,14H 0M 0S,"Berens","Y","F","WS",2023,174,"SRP",NA,"UG/L","NUTRIENT","NUTRIENT",0.019,NA
"EFK23.5","WaDE_108",2023-06-23,14H 0M 0S,"Berens","Y","F","WS",2023,174,"NO3",2.705221543,"UG/L","NUTRIENT","NUTRIENT",0.15,"NONE"
"EFK23.5","WaDE_108",2023-06-23,14H 0M 0S,"Berens","Y","F","WS",2023,174,"TP",NA,"UG/L","NUTRIENT","NUTRIENT",0.018,NA
"EFK23.5","WaDE_108",2023-06-23,14H 0M 0S,"Berens","Y","F","WS",2023,174,"Mn_OES",0.25,"MG/L","TE","ICP-OES",0.5,"<"
"EFK23.5","WaDE_108",2023-06-23,14H 0M 0S,"Berens","Y","F","WS",2023,174,"Fe_OES",0.25,"MG/L","TE","ICP-OES",0.5,"<"
"EFK23.5","WaDE_108",2023-06-23,14H 0M 0S,"Berens","Y","F","WS",2023,174,"P",NA,"MG/L","TE","ICP-OES",0.5,NA
"EFK23.5","WaDE_108",2023-06-23,14H 0M 0S,"Berens","Y","F","WS",2023,174,"Ca",66.57383586,"MG/L","CATION","ICP-OES",0.5,"NONE"
"EFK23.5","WaDE_108",2023-06-23,14H 0M 0S,"Berens","Y","F","WS",2023,174,"Mg",16.13429687,"MG/L","CATION","ICP-OES",0.5,"NONE"
"EFK23.5","WaDE_108",2023-06-23,14H 0M 0S,"Berens","Y","F","WS",2023,174,"Be",0.008,"UG/L","TE","ICP-MS",0.016,"<"
"EFK23.5","WaDE_108",2023-06-23,14H 0M 0S,"Berens","Y","F","WS",2023,174,"Na",21998.675,"UG/L","CATION","ICP-MS",27.4,"NONE"
"EFK23.5","WaDE_108",2023-06-23,14H 0M 0S,"Berens","Y","F","WS",2023,174,"Al",39.89,"UG/L","TE","ICP-MS",0.7,"NONE"
"EFK23.5","WaDE_108",2023-06-23,14H 0M 0S,"Berens","Y","F","WS",2023,174,"Si",3204.196,"UG/L","TE","ICP-MS",30.7,"NONE"
"EFK23.5","WaDE_108",2023-06-23,14H 0M 0S,"Berens","Y","F","WS",2023,174,"K",3414.269,"UG/L","CATION","ICP-MS",18.8,"NONE"
"EFK23.5","WaDE_108",2023-06-23,14H 0M 0S,"Berens","Y","F","WS",2023,174,"Ti",0.189,"UG/L","TE","ICP-MS",0.04,"NONE"
"EFK23.5","WaDE_108",2023-06-23,14H 0M 0S,"Berens","Y","F","WS",2023,174,"V",0.886,"UG/L","TE","ICP-MS",0.018,"NONE"
"EFK23.5","WaDE_108",2023-06-23,14H 0M 0S,"Berens","Y","F","WS",2023,174,"Cr",0.496,"UG/L","TE","ICP-MS",0.042,"NONE"
"EFK23.5","WaDE_108",2023-06-23,14H 0M 0S,"Berens","Y","F","WS",2023,174,"Mn",5.113,"UG/L","TE","ICP-MS",0.04,"NONE"
"EFK23.5","WaDE_108",2023-06-23,14H 0M 0S,"Berens","Y","F","WS",2023,174,"Fe",8.487,"UG/L","TE","ICP-MS",0.66,"NONE"
"EFK23.5","WaDE_108",2023-06-23,14H 0M 0S,"Berens","Y","F","WS",2023,174,"Co",0.057,"UG/L","TE","ICP-MS",0.002,"NONE"
"EFK23.5","WaDE_108",2023-06-23,14H 0M 0S,"Berens","Y","F","WS",2023,174,"Ni",0.176,"UG/L","TE","ICP-MS",0.352,"<"
"EFK23.5","WaDE_108",2023-06-23,14H 0M 0S,"Berens","Y","F","WS",2023,174,"Cu",2.202,"UG/L","TE","ICP-MS",0.039,"NONE"
"EFK23.5","WaDE_108",2023-06-23,14H 0M 0S,"Berens","Y","F","WS",2023,174,"Zn",9.455,"UG/L","TE","ICP-MS",0.774,"NONE"
"EFK23.5","WaDE_108",2023-06-23,14H 0M 0S,"Berens","Y","F","WS",2023,174,"As",0.323,"UG/L","TE","ICP-MS",0.007,"NONE"
"EFK23.5","WaDE_108",2023-06-23,14H 0M 0S,"Berens","Y","F","WS",2023,174,"Se",0.87,"UG/L","TE","ICP-MS",0.03,"NONE"
"EFK23.5","WaDE_108",2023-06-23,14H 0M 0S,"Berens","Y","F","WS",2023,174,"Sr",186.37,"UG/L","TE","ICP-MS",0.05,"NONE"
"EFK23.5","WaDE_108",2023-06-23,14H 0M 0S,"Berens","Y","F","WS",2023,174,"Y",0.004,"UG/L","TE","ICP-MS",0.003,"NONE"
"EFK23.5","WaDE_108",2023-06-23,14H 0M 0S,"Berens","Y","F","WS",2023,174,"Mo",16.329,"UG/L","TE","ICP-MS",0.028,"NONE"
"EFK23.5","WaDE_108",2023-06-23,14H 0M 0S,"Berens","Y","F","WS",2023,174,"Ag",0.01,"UG/L","TE","ICP-MS",0.02,"<"
"EFK23.5","WaDE_108",2023-06-23,14H 0M 0S,"Berens","Y","F","WS",2023,174,"Cd",0.099,"UG/L","TE","ICP-MS",0.005,"NONE"
"EFK23.5","WaDE_108",2023-06-23,14H 0M 0S,"Berens","Y","F","WS",2023,174,"Sn",0.0145,"UG/L","TE","ICP-MS",0.029,"<"
"EFK23.5","WaDE_108",2023-06-23,14H 0M 0S,"Berens","Y","F","WS",2023,174,"Sb",0.243,"UG/L","TE","ICP-MS",0.038,"NONE"
"EFK23.5","WaDE_108",2023-06-23,14H 0M 0S,"Berens","Y","F","WS",2023,174,"Ba",74.764,"UG/L","TE","ICP-MS",3.293,"NONE"
"EFK23.5","WaDE_108",2023-06-23,14H 0M 0S,"Berens","Y","F","WS",2023,174,"La",0.002,"UG/L","TE","ICP-MS",0.004,"<"
"EFK23.5","WaDE_108",2023-06-23,14H 0M 0S,"Berens","Y","F","WS",2023,174,"Pr",0.0015,"UG/L","TE","ICP-MS",0.003,"<"
"EFK23.5","WaDE_108",2023-06-23,14H 0M 0S,"Berens","Y","F","WS",2023,174,"Ce",0.004,"UG/L","TE","ICP-MS",0.008,"<"
"EFK23.5","WaDE_108",2023-06-23,14H 0M 0S,"Berens","Y","F","WS",2023,174,"Nd",0.002,"UG/L","TE","ICP-MS",0.004,"<"
"EFK23.5","WaDE_108",2023-06-23,14H 0M 0S,"Berens","Y","F","WS",2023,174,"Sm",0.0015,"UG/L","TE","ICP-MS",0.003,"<"
"EFK23.5","WaDE_108",2023-06-23,14H 0M 0S,"Berens","Y","F","WS",2023,174,"Gd_158",0.002,"UG/L","TE","ICP-MS",0.004,"<"
"EFK23.5","WaDE_108",2023-06-23,14H 0M 0S,"Berens","Y","F","WS",2023,174,"Tb",0.002,"UG/L","TE","ICP-MS",0.004,"<"
"EFK23.5","WaDE_108",2023-06-23,14H 0M 0S,"Berens","Y","F","WS",2023,174,"Gd_160",0.002,"UG/L","TE","ICP-MS",0.004,"<"
"EFK23.5","WaDE_108",2023-06-23,14H 0M 0S,"Berens","Y","F","WS",2023,174,"Dy",0.0015,"UG/L","TE","ICP-MS",0.003,"<"
"EFK23.5","WaDE_108",2023-06-23,14H 0M 0S,"Berens","Y","F","WS",2023,174,"Ho",0.002,"UG/L","TE","ICP-MS",0.004,"<"
"EFK23.5","WaDE_108",2023-06-23,14H 0M 0S,"Berens","Y","F","WS",2023,174,"Er",0.002,"UG/L","TE","ICP-MS",0.004,"<"
"EFK23.5","WaDE_108",2023-06-23,14H 0M 0S,"Berens","Y","F","WS",2023,174,"Tm",0.002,"UG/L","TE","ICP-MS",0.004,"<"
"EFK23.5","WaDE_108",2023-06-23,14H 0M 0S,"Berens","Y","F","WS",2023,174,"Yb",0.0015,"UG/L","TE","ICP-MS",0.003,"<"
"EFK23.5","WaDE_108",2023-06-23,14H 0M 0S,"Berens","Y","F","WS",2023,174,"Lu",0.002,"UG/L","TE","ICP-MS",0.004,"<"
